CGATS.17

ORIGINATOR	i1Profiler - X-Rite, Inc.
INSTRUMENTATION	i1Pro ; Serial number 850763
DESCRIPTOR	차트 917 패치v
MEASUREMENT_SOURCE	"MeasurementCondition=M2	Filter=UVcut"
ILLUMINATION_NAME	D50
OBSERVER_ANGLE	2
WEIGHTING_FUNCTION	"ILLUMINANT,	D50"
WEIGHTING_FUNCTION	"OBSERVER,	2 degree"
KEYWORD	DEVCALSTD
DEVCALSTD	XRGA
CREATED2025-11-24 22:18:11

NUMBER_OF_FIELDS	49
BEGIN_DATA_FORMAT
SAMPLE_ID	SAMPLE_NAME	RGB_R	RGB_G	RGB_B	XYZ_X	XYZ_Y	XYZ_Z	LAB_L	LAB_A	LAB_B	LAB_C	LAB_H
END_DATA_FORMAT

NUMBER_OF_SETS	917
BEGIN_DATA
534	L13	224	127	255	0.56015	0.51684	0.58474	77.09	15.94	-17.8	23.9	311.85
535	L14	94	63	0	0.12794	0.12638	0.05545	42.21	4.1	19.06	19.5	77.85
536	L15	224	127	191	0.4436	0.41693	0.31884	70.66	12.46	3.74	13.01	16.72
537	L16	94	63	30	0.12425	0.11838	0.06479	40.96	7.04	12.56	14.4	60.73
538	L1	224	127	160	0.43423	0.40828	0.29435	70.06	12.32	6.53	13.95	27.93
539	L2	94	94	30	0.14677	0.15382	0.07658	46.15	-0.94	16.61	16.64	93.24
540	L3	224	127	127	0.41475	0.39199	0.25593	68.89	11.51	10.99	15.91	43.69
541	L4	94	63	255	0.24405	0.21354	0.37191	53.33	17.42	-33.8	38.02	297.27
542	L5	224	127	94	0.37117	0.3403	0.18789	64.99	14.64	17.5	22.82	50.09
543	L6	94	30	224	0.18314	0.14676	0.21213	45.19	23.68	-21.67	32.1	317.53
544	L7	224	127	63	0.3571	0.32667	0.14326	63.89	14.71	26.17	30.02	60.66
545	L8	94	30	191	0.15562	0.12734	0.15076	42.36	20.68	-12.86	24.35	328.11
546	L9	224	127	30	0.33922	0.31243	0.09914	62.71	13.69	37.02	39.48	69.7
547	L10	94	30	160	0.13978	0.11583	0.1252	40.55	18.93	-9.18	21.04	334.13
548	L11	224	127	0	0.33073	0.29839	0.06991	61.51	15.88	45.81	48.48	70.87
549	L12	94	63	127	0.14623	0.13771	0.12569	43.9	8.43	-3.53	9.14	337.3
550	L13	224	94	255	0.53373	0.46707	0.54418	74	22.6	-18.91	29.47	320.08
551	L14	94	63	63	0.12516	0.11849	0.08457	40.98	7.58	4.64	8.89	31.49
552	M1	224	94	224	0.45375	0.40464	0.37994	69.8	19.09	-6.51	20.17	341.18
553	M2	94	63	94	0.12694	0.12019	0.09859	41.25	7.61	0.2	7.61	1.48
554	M3	224	63	255	0.46647	0.36876	0.45591	67.18	33.96	-20.69	39.77	328.65
555	M4	94	94	63	0.15129	0.15508	0.10296	46.32	1.04	7.52	7.59	82.08
556	M5	224	63	224	0.39718	0.32817	0.30848	64.01	27.15	-6.12	27.83	347.29
557	M6	94	94	94	0.16021	0.16379	0.13026	47.47	1.31	1.34	1.88	45.55
558	M7	224	94	127	0.39136	0.35268	0.23847	65.96	16.94	9.08	19.22	28.19
559	M8	224	94	94	0.36351	0.32721	0.19761	63.93	16.66	13.62	21.52	39.27
560	M9	94	94	255	0.28116	0.25957	0.44921	58	12.61	-35.72	37.88	289.44
561	M10	94	63	224	0.20386	0.18331	0.25401	49.9	13.83	-21.43	25.51	302.85
562	M11	224	94	63	0.29718	0.24672	0.11323	56.75	24.14	22.28	32.85	42.71
563	M12	94	63	191	0.16348	0.15117	0.17102	45.79	10.38	-11.82	15.73	311.31
564	M13	224	94	30	0.28439	0.23546	0.08015	55.63	24.07	31.56	39.7	52.67
565	M14	94	63	160	0.1515	0.14148	0.14374	44.44	9.27	-7.48	11.91	321.09
566	M15	30	0	30	0.0557	0.05168	0.04384	27.21	7.04	-0.69	7.07	354.42
567	M16	124	124	109	0.21821	0.22324	0.1702	54.37	1.38	3.16	3.45	66.37
568	M1	0	30	30	0.0502	0.05282	0.04641	27.52	-0.89	-1.59	1.82	240.59
569	M2	94	94	160	0.177	0.1779	0.17673	49.24	2.96	-7.18	7.76	292.38
570	M3	224	63	30	0.25647	0.1908	0.07392	50.78	33.71	25.65	42.36	37.27
571	M4	94	94	191	0.19038	0.19084	0.20837	50.79	3.28	-11.27	11.73	286.25
572	M5	224	63	63	0.31025	0.25171	0.14039	57.24	26.93	15.46	31.05	29.86
573	M6	94	94	224	0.23319	0.22772	0.30471	54.84	6.19	-21.35	22.23	286.16
574	M7	224	63	94	0.32709	0.26711	0.16959	58.71	26.7	10.78	28.8	21.98
575	M8	94	127	224	0.26601	0.27032	0.35273	59	2.2	-21.34	21.45	275.88
576	M9	94	127	0	0.15136	0.17075	0.06201	48.35	-7.67	26.56	27.64	106.11
577	M10	224	63	191	0.36375	0.29976	0.23704	61.63	26.66	1.89	26.72	4.05
578	M11	224	94	160	0.39797	0.35859	0.25617	66.41	17.05	6.67	18.31	21.36
579	M12	94	160	0	0.16333	0.19119	0.06524	50.83	-11.39	29.38	31.51	111.19
580	M13	224	63	127	0.34219	0.28122	0.19223	60	26.42	7.97	27.59	16.79
581	M14	94	127	255	0.31256	0.30572	0.50502	62.14	6.64	-35.07	35.69	280.72
582	M15	224	30	94	0.29225	0.20937	0.13949	52.88	38.96	8.18	39.81	11.85
583	M16	94	160	30	0.1771	0.20016	0.08922	51.86	-8.26	21.71	23.23	110.83
584	M1	224	30	255	0.38959	0.27966	0.33915	59.86	42.67	-17.91	46.27	337.23
585	M2	94	127	63	0.17647	0.18881	0.11903	50.55	-2.96	9.85	10.28	106.75
586	M3	224	30	224	0.33178	0.23853	0.23712	55.94	40.28	-7.94	41.06	348.85
587	M4	94	127	94	0.19158	0.20285	0.15468	52.16	-2.02	3.05	3.66	123.53
588	M5	224	0	255	0.33468	0.22333	0.26149	54.38	48.03	-15.01	50.32	342.65
589	M6	94	127	127	0.18887	0.20016	0.17261	51.86	-2.1	-1.73	2.72	219.45
590	M7	224	30	0	0.24261	0.17359	0.06717	48.71	36.73	24.89	44.37	34.12
591	M8	94	127	160	0.20678	0.21699	0.20787	53.71	-1.18	-6.13	6.24	259.12
592	M9	224	30	30	0.26965	0.19772	0.09884	51.58	35.69	17.93	39.94	26.68
593	M10	94	127	191	0.21969	0.22828	0.24241	54.89	-0.2	-10.72	10.72	268.95
594	M11	224	30	191	0.31427	0.22621	0.19031	54.68	39.44	-0.79	39.45	358.85
595	M12	94	160	94	0.21232	0.2314	0.16735	55.22	-5.04	5.28	7.3	133.63
596	M13	224	30	160	0.30818	0.22158	0.17064	54.19	39.3	2.76	39.39	4.01
597	M14	94	160	127	0.2028	0.22335	0.18218	54.38	-6.02	0.47	6.03	175.54
598	N1	224	30	63	0.28586	0.20496	0.12524	52.39	38.6	11.24	40.2	16.23
599	N2	94	160	160	0.21324	0.2325	0.21916	55.33	-5.08	-5.58	7.55	227.63
600	N3	224	0	224	0.28916	0.18417	0.19094	50	50.2	-8.99	51	349.84
601	N4	94	160	191	0.2471	0.26926	0.2843	58.91	-5.28	-11.06	12.25	244.48
602	N5	224	0	191	0.29266	0.18787	0.16564	50.44	49.65	-2.55	49.72	357.05
603	N6	94	160	224	0.29496	0.3134	0.40478	62.79	-2.73	-21.88	22.05	262.89
604	N7	224	0	160	0.2939	0.19024	0.15243	50.72	48.93	1.12	48.94	1.32
605	N8	94	160	255	0.33628	0.35041	0.558	65.78	-0.55	-34.54	34.55	269.08
606	N9	224	0	127	0.29695	0.1929	0.14484	51.02	48.76	3.58	48.89	4.2
607	N10	94	191	0	0.18242	0.22219	0.06995	54.26	-15.8	33.28	36.84	115.4
608	N11	224	0	63	0.28509	0.18642	0.12135	50.27	47.47	8.69	48.26	10.37
609	N12	94	191	30	0.1988	0.23521	0.10007	55.61	-13.26	24.46	27.83	118.46
610	N13	224	0	30	0.26602	0.17706	0.09774	49.14	44.74	14.09	46.9	17.48
611	N14	94	191	63	0.22756	0.26109	0.14876	58.14	-10.58	14.85	18.23	125.48
612	N15	224	0	0	0.23857	0.1624	0.07359	47.29	41.1	19.76	45.61	25.68
613	N16	94	191	127	0.21595	0.24981	0.19303	57.06	-11.26	2.73	11.58	166.37
614	N1	191	63	255	0.36166	0.29815	0.4279	61.49	26.56	-27.07	37.92	314.46
615	N2	94	224	0	0.21292	0.2878	0.08156	60.59	-27.9	39.58	48.42	125.18
616	N3	191	255	255	0.56885	0.64632	0.66417	84.29	-12.95	-13.12	18.43	225.37
617	N4	94	224	30	0.25152	0.32497	0.1284	63.75	-24.28	29.93	38.54	129.05
618	N5	191	255	224	0.53992	0.63432	0.49632	83.67	-17.49	3.02	17.75	170.2
619	N6	94	255	0	0.23616	0.35616	0.09951	66.23	-41.59	42.96	59.79	134.07
620	N7	191	255	191	0.55594	0.65271	0.42692	84.62	-17.57	12.93	21.81	143.64
621	N8	127	0	0	0.12315	0.09919	0.05817	37.7	20.35	9.96	22.66	26.09
622	N9	191	255	160	0.55803	0.65678	0.37765	84.83	-17.94	19.72	26.67	132.3
623	N10	127	0	30	0.12304	0.09417	0.06466	36.78	24.24	5.41	24.84	12.58
624	N11	191	255	127	0.52694	0.63202	0.32738	83.55	-20.3	24.68	31.95	129.44
625	N12	127	0	63	0.12415	0.09402	0.07256	36.75	25.12	2.01	25.2	4.57
626	N13	191	255	94	0.49803	0.60843	0.28015	82.29	-22.51	29.95	37.47	126.93
627	N14	127	0	94	0.12639	0.09472	0.08073	36.88	26.07	-0.99	26.09	357.83
628	N15	191	255	30	0.38466	0.50684	0.14231	76.49	-30.57	48.14	57.03	122.42
629	N16	94	191	224	0.32521	0.36292	0.45364	66.74	-8.61	-21.18	22.86	247.88
630	N1	191	255	0	0.33761	0.45701	0.09403	73.35	-32.72	57.09	65.8	119.82
631	N2	94	191	191	0.265	0.29705	0.29508	61.4	-8.53	-8.51	12.05	224.92
632	N3	191	224	0	0.29409	0.3613	0.08406	66.62	-19.55	49.04	52.8	111.73
633	N4	94	191	255	0.36268	0.39765	0.59761	69.3	-6.75	-32.53	33.23	258.27
634	N5	191	224	63	0.38214	0.44085	0.19965	72.28	-13.27	27.59	30.62	115.68
635	N6	94	224	255	0.40534	0.47064	0.64785	74.23	-14.37	-28.93	32.3	243.59
636	N7	191	191	63	0.31785	0.3389	0.16732	64.87	-3.2	21.94	22.17	98.3
637	N8	94	255	255	0.42789	0.52237	0.61225	77.42	-21.31	-19.99	29.21	223.17
638	N9	191	191	30	0.27991	0.30612	0.11031	62.18	-5.91	32.53	33.06	100.29
639	N10	94	224	224	0.34193	0.40302	0.42901	69.68	-15.42	-13.09	20.22	220.32
640	N11	191	160	30	0.25903	0.27081	0.09912	59.05	-0.86	30.71	30.73	91.61
641	N12	94	255	224	0.39586	0.50466	0.4663	76.35	-26.47	-6.12	27.16	193.01
642	N13	191	160	0	0.24499	0.25647	0.06966	57.7	-0.99	39.34	39.35	91.44
643	N14	94	224	191	0.31484	0.38128	0.35138	68.12	-18.26	-5.44	19.05	196.58
644	O1	191	127	0	0.23092	0.22906	0.06621	54.98	4.57	36.11	36.4	82.79
645	O2	94	255	127	0.3445	0.46903	0.29589	74.13	-33.69	13.31	36.22	158.45
646	O3	191	94	255	0.42121	0.37836	0.52014	67.9	17.75	-26.83	32.16	303.48
647	O4	94	224	63	0.28658	0.35718	0.19081	66.3	-21.08	19.15	28.48	137.75
648	O5	191	160	63	0.28369	0.29057	0.14598	60.83	1.38	20.2	20.24	86.09
649	O6	127	0	224	0.19595	0.1371	0.20044	43.81	36.14	-21.66	42.14	329.07
650	O7	191	224	255	0.53367	0.57173	0.6614	80.28	-4.47	-19.78	20.28	257.28
651	O8	94	255	30	0.30078	0.42746	0.15517	71.38	-37.55	36.08	52.07	136.14
652	O9	191	224	224	0.50148	0.54233	0.50925	78.6	-5.65	-7.18	9.13	231.78
653	O10	127	0	127	0.13523	0.10014	0.09947	37.87	27.59	-5.92	28.21	347.89
654	O11	191	224	191	0.48445	0.53018	0.40377	77.89	-7.19	4.27	8.36	149.27
655	O12	127	0	160	0.15106	0.1095	0.12277	39.5	30.33	-10.29	32.03	341.26
656	O13	191	224	160	0.46287	0.51017	0.3463	76.69	-8.02	10.07	12.88	128.53
657	O14	127	0	255	0.20259	0.14788	0.23704	45.34	32.84	-26.2	42.01	321.42
658	O15	191	224	127	0.43628	0.48838	0.29633	75.35	-9.9	15.34	18.26	122.82
659	O16	127	30	0	0.12713	0.10666	0.05363	39.01	17.37	14.44	22.58	39.73
660	O1	191	224	94	0.42019	0.476	0.2589	74.57	-11.32	20.26	23.21	119.19
661	O2	127	30	30	0.13349	0.11084	0.0665	39.72	18.48	9.68	20.87	27.65
662	O3	191	191	255	0.49768	0.50477	0.61838	76.36	2.97	-22.42	22.61	277.54
663	O4	94	255	63	0.36374	0.48933	0.23209	75.41	-32.73	26.57	42.15	140.94
664	O5	191	160	255	0.47731	0.47009	0.59411	74.2	6.76	-23.74	24.68	285.88
665	O6	127	30	63	0.1347	0.11078	0.08093	39.71	19.3	3.82	19.68	11.2
666	O7	191	127	127	0.3041	0.29971	0.21622	61.63	5.73	5.86	8.2	45.64
667	O8	127	255	0	0.26874	0.39006	0.09604	68.76	-38.72	48.48	62.05	128.61
668	O9	191	191	224	0.45104	0.46127	0.47081	73.63	1.81	-11.35	11.49	279.06
669	O10	127	30	94	0.13564	0.11059	0.08886	39.68	20.04	0.85	20.06	2.43
670	O11	191	160	224	0.41653	0.41583	0.43454	70.58	4.77	-12.23	13.12	291.32
671	O12	127	63	0	0.14404	0.13335	0.05466	43.26	9.86	21.26	23.43	65.12
672	O13	191	191	191	0.39959	0.41692	0.34821	70.66	-0.75	-0.6	0.96	218.71
673	O14	127	63	30	0.14277	0.12712	0.0638	42.33	13.12	15.36	20.2	49.5
674	O15	191	191	160	0.38466	0.40177	0.30101	69.6	-0.87	4.68	4.76	100.56
675	O16	160	0	0	0.15183	0.11531	0.06157	40.46	26.64	13.15	29.7	26.27
676	O1	191	191	127	0.37248	0.39132	0.26152	68.85	-1.57	9.93	10.05	98.99
677	O2	127	30	255	0.23683	0.18569	0.29795	50.18	27.87	-28.31	39.73	314.55
678	O3	191	191	94	0.34744	0.36742	0.21757	67.08	-2.32	15	15.18	98.79
679	O4	127	63	224	0.24346	0.21563	0.27456	53.56	16.19	-18.65	24.7	310.96
680	O5	191	127	30	0.24558	0.24482	0.09224	56.57	4.15	28.77	29.07	81.8
681	O6	94	255	191	0.38265	0.49738	0.39929	75.91	-28.72	1.45	28.76	177.11
682	O7	191	127	63	0.26079	0.25575	0.13242	57.63	5.97	18.27	19.22	71.89
683	O8	127	94	255	0.33172	0.30425	0.47655	62.02	14.06	-32.03	34.98	293.7
684	O9	191	127	94	0.28045	0.27345	0.17456	59.29	6.74	10.65	12.6	57.65
685	O10	127	255	224	0.4522	0.55582	0.483	79.38	-22.63	-2.86	22.81	187.2
686	O11	191	94	94	0.26546	0.25169	0.17225	57.24	9.58	7.64	12.25	38.56
687	O12	127	224	224	0.40168	0.45358	0.45914	73.13	-10.74	-10.83	15.25	225.24
688	O13	191	94	63	0.22524	0.20246	0.10687	52.11	14.34	16.25	21.67	48.57
689	O14	127	127	255	0.35919	0.35077	0.52799	65.81	7.14	-31.29	32.1	282.86
690	P1	191	94	30	0.21356	0.19463	0.07723	51.22	12.76	25.1	28.16	63.06
691	P2	94	224	160	0.29215	0.36169	0.29741	66.65	-20.42	0.17	20.42	179.53
692	P3	191	94	0	0.20934	0.19323	0.05953	51.06	11.44	32.37	34.33	70.53
693	P4	127	30	191	0.17351	0.13766	0.15441	43.9	24.11	-11.12	26.55	335.23
694	P5	191	63	0	0.18945	0.15769	0.0564	46.67	20.54	26.28	33.36	51.98
695	P6	94	191	160	0.24133	0.27471	0.24744	59.41	-9.93	-3.85	10.65	201.19
696	P7	191	63	30	0.19057	0.15548	0.06936	46.38	22.38	19.94	29.98	41.69
697	P8	94	255	94	0.38955	0.51143	0.29259	76.77	-30.22	18.38	35.37	148.69
698	P9	191	127	224	0.38359	0.37287	0.40128	67.49	7.86	-13.32	15.47	300.52
699	P10	127	94	0	0.15716	0.16237	0.05795	47.28	0.35	26.6	26.6	89.25
700	P11	191	160	191	0.35799	0.36173	0.30845	66.65	3.11	-1.57	3.48	333.25
701	P12	127	160	0	0.1755	0.20112	0.06423	51.96	-9.59	31.78	33.2	106.78
702	P13	191	94	127	0.26929	0.25568	0.1942	57.62	9.48	3.46	10.09	20.05
703	P14	127	224	0	0.2317	0.30502	0.08195	62.09	-25.72	42.01	49.26	121.48
704	P15	191	127	191	0.32176	0.31659	0.27167	63.06	6.03	-1.79	6.29	343.49
705	P16	127	191	0	0.19674	0.23499	0.07132	55.58	-14.19	34.99	37.76	112.07
706	P1	191	94	191	0.29962	0.28342	0.24974	60.2	10.23	-2.9	10.64	344.15
707	P2	127	224	30	0.27356	0.34602	0.12844	65.44	-22.48	32.83	39.79	124.4
708	P3	191	94	160	0.27664	0.26188	0.2127	58.22	9.88	0.68	9.9	3.92
709	P4	0	0	127	0.06561	0.06375	0.08695	30.34	4.38	-14.57	15.21	286.75
710	P5	191	127	160	0.30794	0.30302	0.24038	61.91	5.93	1.75	6.19	16.47
711	P6	160	0	30	0.15134	0.11106	0.07293	39.76	29.37	7.05	30.21	13.5
712	P7	191	160	160	0.35092	0.35658	0.27961	66.26	2.42	2.39	3.41	44.64
713	P8	160	30	0	0.15422	0.12534	0.05895	42.05	21.18	17.1	27.23	38.92
714	P9	191	160	127	0.32782	0.33229	0.23145	64.35	2.65	7.61	8.06	70.79
715	P10	160	0	255	0.22743	0.16184	0.24174	47.21	36.45	-23.84	43.55	326.82
716	P11	191	160	94	0.30545	0.31026	0.1904	62.53	2.36	12.73	12.94	79.51
717	P12	0	0	63	0.05449	0.05321	0.05585	27.63	3.81	-6.28	7.34	301.23
718	P13	191	30	30	0.18745	0.14611	0.08119	45.1	26.3	13.01	29.34	26.32
719	P14	94	224	94	0.30512	0.37226	0.24132	67.45	-18.96	11.12	21.98	149.61
720	P15	191	63	224	0.3148	0.26905	0.29821	58.89	21.5	-13.34	25.3	328.18
721	P16	127	94	30	0.16016	0.16138	0.07356	47.15	2.63	19.55	19.72	82.33
722	P1	191	30	255	0.30404	0.23002	0.32281	55.07	33.97	-23.73	41.43	325.06
723	P2	127	63	63	0.15761	0.1444	0.09873	44.86	11.07	6.38	12.77	29.94
724	P3	191	0	255	0.25883	0.18166	0.25109	49.7	39.36	-21.25	44.73	331.64
725	P4	127	94	63	0.17516	0.17264	0.10532	48.59	4.76	10.67	11.68	65.95
726	P5	160	255	255	0.52649	0.61033	0.63937	82.4	-15.45	-14.04	20.88	222.27
727	P6	127	30	127	0.14767	0.12054	0.10997	41.3	20.52	-3.36	20.79	350.7
728	P7	160	255	224	0.50002	0.59958	0.48783	81.82	-19.91	0.79	19.93	177.72
729	P8	127	30	160	0.16337	0.13116	0.13281	42.94	22.63	-7.17	23.74	342.42
730	P9	160	255	191	0.47208	0.58036	0.39774	80.76	-22.99	10.02	25.07	156.46
731	P10	127	63	94	0.15619	0.14396	0.11174	44.8	10.51	2.12	10.72	11.4
732	P11	160	255	160	0.50532	0.60922	0.38506	82.34	-20.75	14.42	25.26	145.2
733	P12	127	63	127	0.16202	0.14901	0.12617	45.5	10.83	-0.91	10.87	355.18
734	P13	160	255	127	0.49258	0.59977	0.33196	81.83	-21.96	21.03	30.4	136.24
735	P14	127	63	160	0.17765	0.16173	0.152	47.2	12.1	-4.83	13.03	338.24
736	Q1	160	255	63	0.42486	0.54408	0.22739	78.7	-27.71	33.13	43.19	129.91
737	Q2	127	63	191	0.19953	0.17728	0.18128	49.16	14.86	-8.32	17.04	330.75
738	Q3	191	63	160	0.24468	0.2115	0.17317	53.11	18.65	0.31	18.65	0.95
739	Q4	127	191	30	0.2218	0.25717	0.10402	57.77	-11.6	26.9	29.3	113.33
740	Q5	191	30	224	0.27068	0.201	0.23771	51.95	34.5	-14.93	37.59	336.6
741	Q6	127	127	30	0.17926	0.19041	0.08433	50.74	-2.29	21.56	21.68	96.05
742	Q7	191	0	224	0.23952	0.15939	0.19896	46.89	43.21	-16.04	46.1	339.63
743	Q8	127	127	63	0.19204	0.20056	0.11898	51.9	-0.68	12.2	12.21	93.2
744	Q9	191	0	191	0.21954	0.14919	0.15797	45.52	40.13	-9.19	41.17	347.1
745	Q10	127	160	63	0.21675	0.23539	0.13388	55.62	-4.7	14.41	15.16	108.08
746	Q11	191	30	191	0.22942	0.17375	0.16808	48.73	30.82	-6.07	31.42	348.86
747	Q12	127	224	63	0.31836	0.38449	0.1951	68.35	-18	21.76	28.24	129.59
748	Q13	191	30	127	0.207	0.15757	0.12697	46.65	29.33	0.86	29.34	1.67
749	Q14	127	160	255	0.37445	0.38186	0.56202	68.16	2.04	-30.87	30.93	273.79
750	Q15	191	63	63	0.21779	0.18617	0.11336	50.24	19	11.01	21.96	30.08
751	Q16	127	191	191	0.30452	0.33082	0.30812	64.23	-5.31	-5.7	7.78	227.03
752	Q1	191	30	63	0.2038	0.15462	0.1043	46.26	29.47	6.98	30.29	13.32
753	Q2	127	160	191	0.28952	0.30327	0.29629	61.94	-1.11	-7.78	7.86	261.85
754	Q3	191	30	0	0.18093	0.13843	0.05954	44.01	27.6	20.2	34.2	36.2
755	Q4	127	94	191	0.22726	0.22171	0.22086	54.21	6.23	-7.84	10.01	308.47
756	Q5	191	63	127	0.23048	0.19875	0.15176	51.7	18.51	2.98	18.75	9.15
757	Q6	127	191	255	0.39733	0.42209	0.59565	71.01	-2.99	-29.38	29.53	264.19
758	Q7	191	63	94	0.22176	0.19178	0.13659	50.89	18	5.52	18.83	17.06
759	Q8	127	191	224	0.35835	0.38738	0.45735	68.56	-5	-18.49	19.15	254.86
760	Q9	191	30	94	0.20216	0.15354	0.11469	46.11	29.3	3.5	29.51	6.8
761	Q10	127	160	224	0.32266	0.33499	0.40228	64.56	-0.12	-18.5	18.5	269.62
762	Q11	191	0	94	0.19797	0.13785	0.10909	43.92	36.68	1.43	36.71	2.23
763	Q12	127	127	224	0.30305	0.30313	0.36846	61.92	4.07	-18.51	18.96	282.4
764	Q13	191	0	63	0.18847	0.13246	0.09607	43.13	35.29	4.29	35.55	6.94
765	Q14	127	127	191	0.25299	0.2558	0.25066	57.64	2.7	-7.48	7.96	289.83
766	Q15	191	0	30	0.18451	0.13114	0.08123	42.93	34.1	9.27	35.34	15.21
767	Q16	127	94	224	0.28049	0.26606	0.32156	58.61	9.71	-17.45	19.97	299.1
768	Q1	191	0	0	0.17926	0.13079	0.06754	42.88	31.57	14.69	34.82	24.95
769	Q2	127	127	160	0.24737	0.25076	0.22084	57.15	2.41	-2.76	3.67	311.06
770	Q3	160	255	30	0.36834	0.49267	0.15081	75.62	-32.11	44.46	54.85	125.83
771	Q4	127	94	160	0.21424	0.2106	0.18978	53.01	5.36	-3.54	6.43	326.55
772	Q5	160	255	0	0.30448	0.42519	0.09625	71.23	-35.49	52.67	63.52	123.97
773	Q6	127	94	127	0.19466	0.19287	0.15902	51.02	4.43	0.03	4.43	0.44
774	Q7	191	0	160	0.21422	0.14705	0.13848	45.23	38.92	-4.75	39.21	353.04
775	Q8	127	191	94	0.28793	0.31883	0.20935	63.25	-7.38	10.02	12.45	126.37
776	Q9	160	63	255	0.3232	0.27286	0.41053	59.24	23.02	-28.75	36.84	308.69
777	Q10	127	191	127	0.29757	0.32746	0.24385	63.95	-6.74	4.64	8.19	145.47
778	Q11	160	63	0	0.16775	0.14704	0.05691	45.23	15.22	23.54	28.04	57.11
779	Q12	127	191	160	0.29181	0.32151	0.26835	63.47	-6.84	-0.52	6.86	184.35
780	Q13	160	63	30	0.16313	0.13906	0.06629	44.1	17.49	17.32	24.62	44.72
781	Q14	127	224	160	0.33979	0.40332	0.30624	69.71	-16.25	4.04	16.75	166.03
782	R1	160	94	30	0.18803	0.17965	0.07588	49.45	7.82	22.58	23.9	70.89
783	R2	127	224	191	0.36175	0.42315	0.36996	71.09	-14.76	-2.92	15.05	191.19
784	R3	160	224	0	0.25685	0.32936	0.08291	64.11	-23.58	45.14	50.93	117.58
785	R4	127	224	255	0.45172	0.50798	0.65281	76.56	-10.62	-25.39	27.52	247.3
786	R5	160	224	30	0.29274	0.36457	0.12816	66.87	-21.14	35.37	41.21	120.86
787	R6	127	255	255	0.47317	0.56428	0.6233	79.86	-18.79	-16.87	25.26	221.91
788	R7	160	191	63	0.27244	0.30171	0.1574	61.8	-7.25	19.01	20.35	110.89
789	R8	160	0	63	0.15604	0.11338	0.08636	40.14	30.47	2.55	30.58	4.79
790	R9	160	224	255	0.48862	0.53621	0.65396	78.24	-7.58	-22.6	23.83	251.46
791	R10	127	94	94	0.18472	0.1837	0.13723	49.94	4	3.71	5.46	42.8
792	R11	160	191	0	0.22934	0.26421	0.0741	58.43	-11.05	38.78	40.32	105.9
793	R12	127	255	191	0.41575	0.52791	0.39001	77.75	-26.37	5.85	27.01	167.49
794	R13	160	127	63	0.21706	0.21952	0.12155	53.98	2.54	15.02	15.24	80.41
795	R14	160	0	191	0.19415	0.13519	0.15536	43.54	36.44	-11.98	38.36	341.8
796	R15	160	224	224	0.44179	0.48922	0.47397	75.4	-8.51	-8.66	12.14	225.48
797	R16	160	0	94	0.16032	0.11615	0.097	40.6	30.99	-0.39	30.99	359.28
798	R1	160	224	191	0.41824	0.47287	0.37741	74.37	-11.05	1.72	11.18	171.13
799	R2	160	0	127	0.1658	0.11805	0.10756	40.9	32.76	-3.29	32.92	354.26
800	R3	160	224	160	0.43264	0.48752	0.35119	75.3	-10.74	6.97	12.8	147.01
801	R4	160	30	30	0.15568	0.12504	0.07167	42.01	22.24	11.44	25.01	27.23
802	R5	160	224	127	0.41857	0.47542	0.30149	74.54	-11.65	13.12	17.54	131.61
803	R6	160	30	63	0.15983	0.12625	0.08969	42.19	23.83	4.89	24.33	11.59
804	R7	160	224	94	0.3888	0.44914	0.2535	72.84	-13.52	18.22	22.68	126.58
805	R8	160	30	94	0.16645	0.1308	0.10231	42.88	24.59	1.8	24.66	4.18
806	R9	160	191	255	0.44568	0.4609	0.60253	73.6	0.37	-25.6	25.61	270.82
807	R10	127	255	63	0.3908	0.51395	0.22311	76.92	-30.48	30.88	43.39	134.63
808	R11	160	160	255	0.41852	0.42168	0.57562	70.99	3.63	-27.4	27.64	277.55
809	R12	160	30	127	0.17039	0.13419	0.113	43.39	24.6	-0.69	24.61	358.39
810	R13	160	160	63	0.24092	0.25442	0.13637	57.5	-1.9	16.98	17.09	96.4
811	R14	160	30	224	0.23902	0.18101	0.22791	49.62	31.25	-17.11	35.63	331.3
812	R15	160	191	94	0.31069	0.33725	0.20883	64.74	-5.25	12.71	13.75	112.45
813	R16	160	30	255	0.26711	0.20509	0.30782	52.41	31.08	-26.03	40.54	320.06
814	R1	160	191	127	0.33861	0.36405	0.25364	66.83	-4.26	7.83	8.92	118.54
815	R2	255	255	249	0.77764	0.81033	0.66475	92.15	-0.74	0.37	0.82	153.48
816	R3	160	160	30	0.22756	0.2439	0.09789	56.48	-3.41	26.69	26.9	97.27
817	R4	160	30	160	0.18254	0.14363	0.13539	44.75	25.25	-4.75	25.69	349.35
818	R5	127	255	160	0.40931	0.52696	0.34692	77.7	-28.08	11.72	30.43	157.35
819	R6	160	63	63	0.1859	0.16618	0.10995	47.78	13.96	7.81	15.99	29.22
820	R7	160	191	224	0.41103	0.43132	0.46781	71.64	-1.48	-14.41	14.49	264.15
821	R8	160	63	94	0.19266	0.17158	0.12894	48.46	14.47	3.41	14.87	13.27
822	R9	127	255	94	0.44406	0.55998	0.29971	79.61	-26	22.15	34.16	139.57
823	R10	160	63	127	0.19749	0.17709	0.14108	49.14	13.95	1.31	14.01	5.37
